Education,Title,Company_Size,Gender,min_salary,max_salary,avg_salary
Bachelor's degree,Data Scientist,"> 10,000 employees",Male,125000,149999,137499.5
Bachelor's degree,Data Scientist,"> 10,000 employees",Female,125000,149999,137499.5
Bachelor's degree,Data Scientist,"1000-9,999 employees",Male,125000,149999,137499.5
Bachelor's degree,Data Scientist,250-999 employees,Male,125000,149999,137499.5
Bachelor's degree,Data Scientist,250-999 employees,Female,125000,149999,137499.5
Bachelor's degree,Data Scientist,50-249 employees,Male,125000,149999,137499.5
Bachelor's degree,Data Scientist,0-49 employees,Male,125000,149999,137499.5
Bachelor's degree,Product/Project Manager,"> 10,000 employees",Female,125000,149999,137499.5
Bachelor's degree,Product/Project Manager,"1000-9,999 employees",Male,125000,149999,137499.5
Bachelor's degree,Business Analyst,"> 10,000 employees",Male,125000,149999,137499.5
Bachelor's degree,Business Analyst,"1000-9,999 employees",Male,125000,149999,137499.5
Bachelor's degree,Business Analyst,0-49 employees,Male,125000,149999,137499.5
Bachelor's degree,Statistician,"> 10,000 employees",Male,125000,149999,137499.5
Bachelor's degree,Data Analyst,"> 10,000 employees",Male,125000,149999,137499.5
Bachelor's degree,Data Analyst,"> 10,000 employees",Female,125000,149999,137499.5
Bachelor's degree,Data Analyst,"1000-9,999 employees",Male,125000,149999,137499.5
Bachelor's degree,Data Engineer,"> 10,000 employees",Male,125000,149999,137499.5
Bachelor's degree,Data Engineer,"1000-9,999 employees",Male,125000,149999,137499.5
Bachelor's degree,Data Engineer,250-999 employees,Male,125000,149999,137499.5
Bachelor's degree,Data Engineer,50-249 employees,Male,125000,149999,137499.5
Bachelor's degree,Data Engineer,0-49 employees,Male,125000,149999,137499.5
Bachelor's degree,DBA/Database Engineer,50-249 employees,Male,125000,149999,137499.5
Bachelor's degree,Software Engineer,"> 10,000 employees",Male,125000,149999,137499.5
Bachelor's degree,Software Engineer,"1000-9,999 employees",Male,125000,149999,137499.5
Bachelor's degree,Software Engineer,250-999 employees,Male,125000,149999,137499.5
Bachelor's degree,Software Engineer,50-249 employees,Male,125000,149999,137499.5
Bachelor's degree,Software Engineer,0-49 employees,Male,125000,149999,137499.5
Bachelor's degree,Other,"> 10,000 employees",Male,125000,149999,137499.5
Bachelor's degree,Other,"1000-9,999 employees",Male,125000,149999,137499.5
Bachelor's degree,Other,"1000-9,999 employees",Female,125000,149999,137499.5
Bachelor's degree,Other,250-999 employees,Male,125000,149999,137499.5
Bachelor's degree,Other,50-249 employees,Male,125000,149999,137499.5
Bachelor's degree,Other,0-49 employees,Male,125000,149999,137499.5
Professional degree,Data Scientist,0-49 employees,Male,125000,149999,137499.5
Professional degree,Business Analyst,50-249 employees,Male,125000,149999,137499.5
Professional degree,Software Engineer,50-249 employees,Male,125000,149999,137499.5
Some college/university,Data Scientist,250-999 employees,Male,125000,149999,137499.5
Some college/university,Product/Project Manager,"> 10,000 employees",Male,125000,149999,137499.5
Some college/university,Product/Project Manager,50-249 employees,Male,125000,149999,137499.5
Some college/university,Software Engineer,"1000-9,999 employees",Male,125000,149999,137499.5
I prefer not to answer,Data Scientist,50-249 employees,Male,125000,149999,137499.5
I prefer not to answer,Software Engineer,0-49 employees,Not Mentioned,125000,149999,137499.5
Doctoral degree,Research Scientist,"> 10,000 employees",Male,100000,124999,112499.5
Doctoral degree,Research Scientist,"1000-9,999 employees",Male,100000,124999,112499.5
Doctoral degree,Research Scientist,250-999 employees,Male,100000,124999,112499.5
Doctoral degree,Research Scientist,50-249 employees,Male,100000,124999,112499.5
Doctoral degree,Research Scientist,0-49 employees,Male,100000,124999,112499.5
Doctoral degree,Research Scientist,0-49 employees,Female,100000,124999,112499.5
Doctoral degree,Data Scientist,"> 10,000 employees",Male,100000,124999,112499.5
Doctoral degree,Data Scientist,"> 10,000 employees",Female,100000,124999,112499.5
Doctoral degree,Data Scientist,"1000-9,999 employees",Male,100000,124999,112499.5
Doctoral degree,Data Scientist,50-249 employees,Male,100000,124999,112499.5
Doctoral degree,Data Scientist,0-49 employees,Male,100000,124999,112499.5
Doctoral degree,Data Scientist,0-49 employees,Female,100000,124999,112499.5
Doctoral degree,Product/Project Manager,"> 10,000 employees",Female,100000,124999,112499.5
Doctoral degree,Product/Project Manager,50-249 employees,Male,100000,124999,112499.5
Doctoral degree,Product/Project Manager,0-49 employees,Female,100000,124999,112499.5
Doctoral degree,Statistician,250-999 employees,Male,100000,124999,112499.5
Doctoral degree,Data Analyst,"> 10,000 employees",Female,100000,124999,112499.5
Doctoral degree,Data Analyst,"1000-9,999 employees",Female,100000,124999,112499.5
Doctoral degree,Data Analyst,250-999 employees,Male,100000,124999,112499.5
Doctoral degree,Data Analyst,0-49 employees,Male,100000,124999,112499.5
Doctoral degree,Data Engineer,"> 10,000 employees",Male,100000,124999,112499.5
Doctoral degree,Data Engineer,0-49 employees,Male,100000,124999,112499.5
Doctoral degree,Software Engineer,"> 10,000 employees",Male,100000,124999,112499.5
Doctoral degree,Software Engineer,"1000-9,999 employees",Male,100000,124999,112499.5
Doctoral degree,Software Engineer,0-49 employees,Male,100000,124999,112499.5
Doctoral degree,Other,"> 10,000 employees",Male,100000,124999,112499.5
Doctoral degree,Other,250-999 employees,Male,100000,124999,112499.5
Doctoral degree,Other,50-249 employees,Male,100000,124999,112499.5
Doctoral degree,Other,0-49 employees,Male,100000,124999,112499.5
Master's degree,Research Scientist,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Research Scientist,"1000-9,999 employees",Female,100000,124999,112499.5
Master's degree,Data Scientist,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Data Scientist,"> 10,000 employees",Female,100000,124999,112499.5
Master's degree,Data Scientist,"1000-9,999 employees",Male,100000,124999,112499.5
Master's degree,Data Scientist,"1000-9,999 employees",Female,100000,124999,112499.5
Master's degree,Data Scientist,250-999 employees,Male,100000,124999,112499.5
Master's degree,Data Scientist,250-999 employees,Female,100000,124999,112499.5
Master's degree,Data Scientist,250-999 employees,Self Describe,100000,124999,112499.5
Master's degree,Data Scientist,250-999 employees,Not Mentioned,100000,124999,112499.5
Master's degree,Data Scientist,50-249 employees,Male,100000,124999,112499.5
Master's degree,Data Scientist,50-249 employees,Female,100000,124999,112499.5
Master's degree,Data Scientist,0-49 employees,Male,100000,124999,112499.5
Master's degree,Data Scientist,0-49 employees,Female,100000,124999,112499.5
Master's degree,Product/Project Manager,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Product/Project Manager,"1000-9,999 employees",Male,100000,124999,112499.5
Master's degree,Product/Project Manager,250-999 employees,Male,100000,124999,112499.5
Master's degree,Product/Project Manager,50-249 employees,Male,100000,124999,112499.5
Master's degree,Product/Project Manager,0-49 employees,Male,100000,124999,112499.5
Master's degree,Business Analyst,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Business Analyst,"1000-9,999 employees",Male,100000,124999,112499.5
Master's degree,Business Analyst,50-249 employees,Female,100000,124999,112499.5
Master's degree,Statistician,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Statistician,"> 10,000 employees",Female,100000,124999,112499.5
Master's degree,Statistician,"1000-9,999 employees",Male,100000,124999,112499.5
Master's degree,Statistician,250-999 employees,Male,100000,124999,112499.5
Master's degree,Data Analyst,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Data Analyst,"> 10,000 employees",Female,100000,124999,112499.5
Master's degree,Data Analyst,"1000-9,999 employees",Male,100000,124999,112499.5
Master's degree,Data Analyst,"1000-9,999 employees",Female,100000,124999,112499.5
Master's degree,Data Analyst,250-999 employees,Male,100000,124999,112499.5
Master's degree,Data Analyst,50-249 employees,Female,100000,124999,112499.5
Master's degree,Data Analyst,0-49 employees,Male,100000,124999,112499.5
Master's degree,Data Analyst,0-49 employees,Female,100000,124999,112499.5
Master's degree,Data Engineer,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Data Engineer,"1000-9,999 employees",Male,100000,124999,112499.5
Master's degree,Data Engineer,"1000-9,999 employees",Female,100000,124999,112499.5
Master's degree,Data Engineer,250-999 employees,Male,100000,124999,112499.5
Master's degree,Data Engineer,50-249 employees,Male,100000,124999,112499.5
Master's degree,Data Engineer,50-249 employees,Female,100000,124999,112499.5
Master's degree,Data Engineer,0-49 employees,Male,100000,124999,112499.5
Master's degree,DBA/Database Engineer,0-49 employees,Male,100000,124999,112499.5
Master's degree,Software Engineer,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Software Engineer,"> 10,000 employees",Female,100000,124999,112499.5
Master's degree,Software Engineer,"1000-9,999 employees",Male,100000,124999,112499.5
Master's degree,Software Engineer,250-999 employees,Male,100000,124999,112499.5
Master's degree,Software Engineer,50-249 employees,Male,100000,124999,112499.5
Master's degree,Software Engineer,0-49 employees,Male,100000,124999,112499.5
Master's degree,Other,"> 10,000 employees",Male,100000,124999,112499.5
Master's degree,Other,"> 10,000 employees",Female,100000,124999,112499.5
Master's degree,Other,"1000-9,999 employees",Male,100000,124999,112499.5
Master's degree,Other,50-249 employees,Male,100000,124999,112499.5
Master's degree,Other,0-49 employees,Male,100000,124999,112499.5
Bachelor's degree,Research Scientist,50-249 employees,Male,100000,124999,112499.5
Bachelor's degree,Data Scientist,"> 10,000 employees",Male,100000,124999,112499.5
Bachelor's degree,Data Scientist,"1000-9,999 employees",Male,100000,124999,112499.5
Bachelor's degree,Data Scientist,"1000-9,999 employees",Female,100000,124999,112499.5
Bachelor's degree,Data Scientist,250-999 employees,Male,100000,124999,112499.5
Bachelor's degree,Data Scientist,50-249 employees,Male,100000,124999,112499.5
Bachelor's degree,Data Scientist,50-249 employees,Female,100000,124999,112499.5
Bachelor's degree,Data Scientist,0-49 employees,Male,100000,124999,112499.5
Bachelor's degree,Product/Project Manager,"> 10,000 employees",Male,100000,124999,112499.5
Bachelor's degree,Product/Project Manager,"1000-9,999 employees",Male,100000,124999,112499.5
Bachelor's degree,Product/Project Manager,50-249 employees,Male,100000,124999,112499.5
Bachelor's degree,Product/Project Manager,50-249 employees,Female,100000,124999,112499.5
Bachelor's degree,Product/Project Manager,0-49 employees,Male,100000,124999,112499.5
Bachelor's degree,Business Analyst,"> 10,000 employees",Male,100000,124999,112499.5
Bachelor's degree,Business Analyst,"1000-9,999 employees",Male,100000,124999,112499.5
Bachelor's degree,Business Analyst,0-49 employees,Male,100000,124999,112499.5
Bachelor's degree,Data Analyst,"> 10,000 employees",Male,100000,124999,112499.5
Bachelor's degree,Data Analyst,"> 10,000 employees",Female,100000,124999,112499.5
Bachelor's degree,Data Analyst,250-999 employees,Male,100000,124999,112499.5
Bachelor's degree,Data Analyst,50-249 employees,Male,100000,124999,112499.5
Bachelor's degree,Data Analyst,50-249 employees,Not Mentioned,100000,124999,112499.5
Bachelor's degree,Data Engineer,"> 10,000 employees",Male,100000,124999,112499.5
Bachelor's degree,Data Engineer,"1000-9,999 employees",Male,100000,124999,112499.5
Bachelor's degree,Data Engineer,250-999 employees,Male,100000,124999,112499.5
Bachelor's degree,Data Engineer,50-249 employees,Male,100000,124999,112499.5
Bachelor's degree,Data Engineer,0-49 employees,Male,100000,124999,112499.5
Bachelor's degree,DBA/Database Engineer,0-49 employees,Male,100000,124999,112499.5
Bachelor's degree,Software Engineer,"> 10,000 employees",Male,100000,124999,112499.5
Bachelor's degree,Software Engineer,"1000-9,999 employees",Male,100000,124999,112499.5
Bachelor's degree,Software Engineer,250-999 employees,Male,100000,124999,112499.5
Bachelor's degree,Software Engineer,250-999 employees,Not Mentioned,100000,124999,112499.5
Bachelor's degree,Software Engineer,50-249 employees,Male,100000,124999,112499.5
Bachelor's degree,Software Engineer,50-249 employees,Female,100000,124999,112499.5
Bachelor's degree,Software Engineer,0-49 employees,Male,100000,124999,112499.5
Bachelor's degree,Other,"> 10,000 employees",Male,100000,124999,112499.5
Bachelor's degree,Other,"1000-9,999 employees",Male,100000,124999,112499.5
Bachelor's degree,Other,250-999 employees,Male,100000,124999,112499.5
Bachelor's degree,Other,50-249 employees,Male,100000,124999,112499.5
Bachelor's degree,Other,0-49 employees,Male,100000,124999,112499.5
Professional degree,Research Scientist,50-249 employees,Male,100000,124999,112499.5
Professional degree,Data Scientist,0-49 employees,Male,100000,124999,112499.5
Professional degree,Data Analyst,"1000-9,999 employees",Male,100000,124999,112499.5
Professional degree,Software Engineer,"> 10,000 employees",Male,100000,124999,112499.5
Professional degree,Other,0-49 employees,Female,100000,124999,112499.5
Some college/university,Product/Project Manager,0-49 employees,Male,100000,124999,112499.5
Some college/university,Business Analyst,"> 10,000 employees",Female,100000,124999,112499.5
Some college/university,Business Analyst,50-249 employees,Male,100000,124999,112499.5
Some college/university,Data Analyst,"1000-9,999 employees",Male,100000,124999,112499.5
Some college/university,Software Engineer,0-49 employees,Male,100000,124999,112499.5
Some college/university,Other,"> 10,000 employees",Male,100000,124999,112499.5
Some college/university,Other,"1000-9,999 employees",Female,100000,124999,112499.5
High School,Software Engineer,50-249 employees,Male,100000,124999,112499.5
I prefer not to answer,Product/Project Manager,"1000-9,999 employees",Male,100000,124999,112499.5
I prefer not to answer,Software Engineer,"> 10,000 employees",Male,100000,124999,112499.5
Doctoral degree,Research Scientist,"> 10,000 employees",Male,90000,99999,94999.5
Doctoral degree,Research Scientist,"1000-9,999 employees",Male,90000,99999,94999.5
Doctoral degree,Research Scientist,250-999 employees,Male,90000,99999,94999.5
Doctoral degree,Research Scientist,250-999 employees,Female,90000,99999,94999.5
Doctoral degree,Research Scientist,0-49 employees,Male,90000,99999,94999.5
Doctoral degree,Data Scientist,"> 10,000 employees",Female,90000,99999,94999.5
Doctoral degree,Data Scientist,"1000-9,999 employees",Male,90000,99999,94999.5
Doctoral degree,Data Scientist,"1000-9,999 employees",Female,90000,99999,94999.5
Doctoral degree,Data Scientist,50-249 employees,Male,90000,99999,94999.5
Doctoral degree,Data Scientist,0-49 employees,Male,90000,99999,94999.5
Doctoral degree,Data Scientist,0-49 employees,Female,90000,99999,94999.5
Doctoral degree,Product/Project Manager,"1000-9,999 employees",Female,90000,99999,94999.5
Doctoral degree,Product/Project Manager,250-999 employees,Male,90000,99999,94999.5
Doctoral degree,Statistician,"> 10,000 employees",Male,90000,99999,94999.5
Doctoral degree,Data Analyst,"1000-9,999 employees",Male,90000,99999,94999.5
Doctoral degree,Data Analyst,"1000-9,999 employees",Female,90000,99999,94999.5
Doctoral degree,Data Analyst,50-249 employees,Male,90000,99999,94999.5
Doctoral degree,Data Analyst,50-249 employees,Female,90000,99999,94999.5
Doctoral degree,Other,"1000-9,999 employees",Female,90000,99999,94999.5
Doctoral degree,Other,250-999 employees,Male,90000,99999,94999.5
Doctoral degree,Other,50-249 employees,Male,90000,99999,94999.5
Master's degree,Research Scientist,50-249 employees,Male,90000,99999,94999.5
Master's degree,Research Scientist,50-249 employees,Female,90000,99999,94999.5
Master's degree,Data Scientist,"> 10,000 employees",Male,90000,99999,94999.5
Master's degree,Data Scientist,"> 10,000 employees",Female,90000,99999,94999.5
Master's degree,Data Scientist,"1000-9,999 employees",Male,90000,99999,94999.5
Master's degree,Data Scientist,"1000-9,999 employees",Female,90000,99999,94999.5
Master's degree,Data Scientist,250-999 employees,Male,90000,99999,94999.5
Master's degree,Data Scientist,50-249 employees,Male,90000,99999,94999.5
Master's degree,Data Scientist,0-49 employees,Male,90000,99999,94999.5
Master's degree,Data Scientist,0-49 employees,Female,90000,99999,94999.5
Master's degree,Product/Project Manager,"> 10,000 employees",Male,90000,99999,94999.5
Master's degree,Product/Project Manager,50-249 employees,Female,90000,99999,94999.5
Master's degree,Product/Project Manager,0-49 employees,Male,90000,99999,94999.5
Master's degree,Business Analyst,"> 10,000 employees",Female,90000,99999,94999.5
Master's degree,Business Analyst,"1000-9,999 employees",Male,90000,99999,94999.5
Master's degree,Business Analyst,"1000-9,999 employees",Female,90000,99999,94999.5
Master's degree,Business Analyst,50-249 employees,Male,90000,99999,94999.5
Master's degree,Statistician,"> 10,000 employees",Female,90000,99999,94999.5
Master's degree,Statistician,"1000-9,999 employees",Male,90000,99999,94999.5
Master's degree,Data Analyst,"> 10,000 employees",Male,90000,99999,94999.5
Master's degree,Data Analyst,"> 10,000 employees",Female,90000,99999,94999.5
Master's degree,Data Analyst,"1000-9,999 employees",Male,90000,99999,94999.5
Master's degree,Data Analyst,250-999 employees,Male,90000,99999,94999.5
Master's degree,Data Analyst,250-999 employees,Female,90000,99999,94999.5
Master's degree,Data Analyst,50-249 employees,Male,90000,99999,94999.5
Master's degree,Data Engineer,"> 10,000 employees",Male,90000,99999,94999.5
Master's degree,Data Engineer,"1000-9,999 employees",Male,90000,99999,94999.5
Master's degree,DBA/Database Engineer,"1000-9,999 employees",Male,90000,99999,94999.5
Master's degree,DBA/Database Engineer,250-999 employees,Female,90000,99999,94999.5
Master's degree,Software Engineer,"> 10,000 employees",Male,90000,99999,94999.5
Master's degree,Software Engineer,"> 10,000 employees",Female,90000,99999,94999.5
Master's degree,Software Engineer,"1000-9,999 employees",Male,90000,99999,94999.5
Master's degree,Software Engineer,250-999 employees,Male,90000,99999,94999.5
Master's degree,Software Engineer,50-249 employees,Male,90000,99999,94999.5
Master's degree,Software Engineer,50-249 employees,Female,90000,99999,94999.5
Master's degree,Software Engineer,0-49 employees,Male,90000,99999,94999.5
Master's degree,Other,"> 10,000 employees",Male,90000,99999,94999.5
Master's degree,Other,"1000-9,999 employees",Female,90000,99999,94999.5
Master's degree,Other,50-249 employees,Male,90000,99999,94999.5
Master's degree,Other,0-49 employees,Male,90000,99999,94999.5
Master's degree,Other,0-49 employees,Female,90000,99999,94999.5
Bachelor's degree,Data Scientist,"> 10,000 employees",Male,90000,99999,94999.5
Bachelor's degree,Data Scientist,"> 10,000 employees",Female,90000,99999,94999.5
Bachelor's degree,Data Scientist,"1000-9,999 employees",Male,90000,99999,94999.5
Bachelor's degree,Data Scientist,250-999 employees,Female,90000,99999,94999.5
Bachelor's degree,Data Scientist,50-249 employees,Male,90000,99999,94999.5
Bachelor's degree,Product/Project Manager,"> 10,000 employees",Male,90000,99999,94999.5
Bachelor's degree,Product/Project Manager,250-999 employees,Male,90000,99999,94999.5
Bachelor's degree,Product/Project Manager,0-49 employees,Female,90000,99999,94999.5
Bachelor's degree,Business Analyst,"> 10,000 employees",Female,90000,99999,94999.5
Bachelor's degree,Business Analyst,"1000-9,999 employees",Male,90000,99999,94999.5
Bachelor's degree,Business Analyst,"1000-9,999 employees",Female,90000,99999,94999.5
Bachelor's degree,Data Analyst,"> 10,000 employees",Male,90000,99999,94999.5
Bachelor's degree,Data Analyst,"1000-9,999 employees",Male,90000,99999,94999.5
Bachelor's degree,Data Analyst,"1000-9,999 employees",Female,90000,99999,94999.5
Bachelor's degree,Data Analyst,0-49 employees,Male,90000,99999,94999.5
Bachelor's degree,Data Engineer,"1000-9,999 employees",Male,90000,99999,94999.5
Bachelor's degree,Data Engineer,250-999 employees,Male,90000,99999,94999.5
Bachelor's degree,DBA/Database Engineer,"> 10,000 employees",Male,90000,99999,94999.5
Bachelor's degree,Software Engineer,"> 10,000 employees",Male,90000,99999,94999.5
Bachelor's degree,Software Engineer,"> 10,000 employees",Female,90000,99999,94999.5
Bachelor's degree,Software Engineer,"1000-9,999 employees",Male,90000,99999,94999.5
Bachelor's degree,Software Engineer,250-999 employees,Male,90000,99999,94999.5
Bachelor's degree,Software Engineer,50-249 employees,Male,90000,99999,94999.5
Bachelor's degree,Software Engineer,0-49 employees,Male,90000,99999,94999.5
Bachelor's degree,Other,"> 10,000 employees",Male,90000,99999,94999.5
Bachelor's degree,Other,50-249 employees,Male,90000,99999,94999.5
Professional degree,Statistician,"> 10,000 employees",Male,90000,99999,94999.5
Some college/university,Product/Project Manager,"1000-9,999 employees",Male,90000,99999,94999.5
Some college/university,Software Engineer,0-49 employees,Male,90000,99999,94999.5
Some college/university,Other,"> 10,000 employees",Male,90000,99999,94999.5
Doctoral degree,Research Scientist,"> 10,000 employees",Male,80000,89999,84999.5
Doctoral degree,Research Scientist,"1000-9,999 employees",Female,80000,89999,84999.5
Doctoral degree,Research Scientist,250-999 employees,Male,80000,89999,84999.5
Doctoral degree,Research Scientist,0-49 employees,Male,80000,89999,84999.5
Doctoral degree,Data Scientist,"1000-9,999 employees",Male,80000,89999,84999.5
Doctoral degree,Data Scientist,250-999 employees,Male,80000,89999,84999.5
Doctoral degree,Statistician,"> 10,000 employees",Male,80000,89999,84999.5
Doctoral degree,Statistician,250-999 employees,Male,80000,89999,84999.5
Doctoral degree,Data Engineer,"1000-9,999 employees",Male,80000,89999,84999.5
Doctoral degree,Other,50-249 employees,Male,80000,89999,84999.5
Master's degree,Research Scientist,"> 10,000 employees",Male,80000,89999,84999.5
Master's degree,Research Scientist,"1000-9,999 employees",Male,80000,89999,84999.5
Master's degree,Data Scientist,"> 10,000 employees",Male,80000,89999,84999.5
Master's degree,Data Scientist,"> 10,000 employees",Female,80000,89999,84999.5
Master's degree,Data Scientist,"1000-9,999 employees",Male,80000,89999,84999.5
Master's degree,Data Scientist,"1000-9,999 employees",Female,80000,89999,84999.5
Master's degree,Data Scientist,250-999 employees,Male,80000,89999,84999.5
Master's degree,Data Scientist,250-999 employees,Female,80000,89999,84999.5
Master's degree,Data Scientist,50-249 employees,Male,80000,89999,84999.5
Master's degree,Data Scientist,0-49 employees,Male,80000,89999,84999.5
Master's degree,Data Scientist,0-49 employees,Female,80000,89999,84999.5
Master's degree,Product/Project Manager,"> 10,000 employees",Male,80000,89999,84999.5
Master's degree,Product/Project Manager,"1000-9,999 employees",Male,80000,89999,84999.5
Master's degree,Product/Project Manager,50-249 employees,Male,80000,89999,84999.5
Master's degree,Product/Project Manager,0-49 employees,Male,80000,89999,84999.5
Master's degree,Business Analyst,"> 10,000 employees",Male,80000,89999,84999.5
Master's degree,Business Analyst,"> 10,000 employees",Female,80000,89999,84999.5
Master's degree,Business Analyst,250-999 employees,Male,80000,89999,84999.5
Master's degree,Business Analyst,50-249 employees,Male,80000,89999,84999.5
Master's degree,Statistician,"1000-9,999 employees",Male,80000,89999,84999.5
Master's degree,Statistician,"1000-9,999 employees",Female,80000,89999,84999.5
Master's degree,Data Analyst,"> 10,000 employees",Male,80000,89999,84999.5
Master's degree,Data Analyst,"> 10,000 employees",Female,80000,89999,84999.5
Master's degree,Data Analyst,"1000-9,999 employees",Male,80000,89999,84999.5
Master's degree,Data Analyst,250-999 employees,Male,80000,89999,84999.5
Master's degree,Data Analyst,50-249 employees,Male,80000,89999,84999.5
Master's degree,Data Analyst,50-249 employees,Female,80000,89999,84999.5
Master's degree,Data Engineer,"> 10,000 employees",Male,80000,89999,84999.5
Master's degree,DBA/Database Engineer,50-249 employees,Male,80000,89999,84999.5
Master's degree,DBA/Database Engineer,50-249 employees,Female,80000,89999,84999.5
Master's degree,Software Engineer,"> 10,000 employees",Male,80000,89999,84999.5
Master's degree,Software Engineer,"1000-9,999 employees",Male,80000,89999,84999.5
Master's degree,Software Engineer,"1000-9,999 employees",Female,80000,89999,84999.5
Master's degree,Software Engineer,250-999 employees,Female,80000,89999,84999.5
Master's degree,Software Engineer,0-49 employees,Male,80000,89999,84999.5
Master's degree,Other,"> 10,000 employees",Male,80000,89999,84999.5
Master's degree,Other,"> 10,000 employees",Self Describe,80000,89999,84999.5
Master's degree,Other,"1000-9,999 employees",Male,80000,89999,84999.5
Master's degree,Other,250-999 employees,Male,80000,89999,84999.5
Master's degree,Other,250-999 employees,Female,80000,89999,84999.5
Master's degree,Other,0-49 employees,Male,80000,89999,84999.5
Bachelor's degree,Data Scientist,"> 10,000 employees",Female,80000,89999,84999.5
Bachelor's degree,Data Scientist,"1000-9,999 employees",Female,80000,89999,84999.5
Bachelor's degree,Data Scientist,250-999 employees,Male,80000,89999,84999.5
Bachelor's degree,Data Scientist,0-49 employees,Male,80000,89999,84999.5
Bachelor's degree,Data Scientist,0-49 employees,Female,80000,89999,84999.5
Bachelor's degree,Product/Project Manager,"> 10,000 employees",Male,80000,89999,84999.5
Bachelor's degree,Business Analyst,"> 10,000 employees",Male,80000,89999,84999.5
Bachelor's degree,Business Analyst,"> 10,000 employees",Not Mentioned,80000,89999,84999.5
Bachelor's degree,Data Analyst,"> 10,000 employees",Male,80000,89999,84999.5
Bachelor's degree,Data Analyst,"1000-9,999 employees",Male,80000,89999,84999.5
Bachelor's degree,Data Analyst,"1000-9,999 employees",Female,80000,89999,84999.5
Bachelor's degree,Data Analyst,50-249 employees,Male,80000,89999,84999.5
Bachelor's degree,Data Analyst,50-249 employees,Female,80000,89999,84999.5
Bachelor's degree,Data Analyst,0-49 employees,Female,80000,89999,84999.5
Bachelor's degree,Data Engineer,"> 10,000 employees",Male,80000,89999,84999.5
Bachelor's degree,DBA/Database Engineer,"1000-9,999 employees",Male,80000,89999,84999.5
Bachelor's degree,Software Engineer,"> 10,000 employees",Male,80000,89999,84999.5
Bachelor's degree,Software Engineer,"> 10,000 employees",Female,80000,89999,84999.5
Bachelor's degree,Software Engineer,"1000-9,999 employees",Female,80000,89999,84999.5
Bachelor's degree,Software Engineer,50-249 employees,Male,80000,89999,84999.5
Bachelor's degree,Software Engineer,0-49 employees,Male,80000,89999,84999.5
Bachelor's degree,Software Engineer,0-49 employees,Female,80000,89999,84999.5
Bachelor's degree,Other,"> 10,000 employees",Male,80000,89999,84999.5
Bachelor's degree,Other,"1000-9,999 employees",Female,80000,89999,84999.5
Bachelor's degree,Other,50-249 employees,Male,80000,89999,84999.5
Some college/university,Product/Project Manager,"1000-9,999 employees",Male,80000,89999,84999.5
Some college/university,Data Analyst,50-249 employees,Male,80000,89999,84999.5
Some college/university,Software Engineer,250-999 employees,Male,80000,89999,84999.5
Doctoral degree,Research Scientist,"> 10,000 employees",Male,70000,79999,74999.5
Doctoral degree,Research Scientist,"> 10,000 employees",Female,70000,79999,74999.5
Doctoral degree,Research Scientist,"1000-9,999 employees",Male,70000,79999,74999.5
Doctoral degree,Research Scientist,250-999 employees,Male,70000,79999,74999.5
Doctoral degree,Research Scientist,250-999 employees,Female,70000,79999,74999.5
Doctoral degree,Data Scientist,"> 10,000 employees",Male,70000,79999,74999.5
Doctoral degree,Data Scientist,"> 10,000 employees",Not Mentioned,70000,79999,74999.5
Doctoral degree,Data Scientist,"1000-9,999 employees",Male,70000,79999,74999.5
Doctoral degree,Data Scientist,50-249 employees,Male,70000,79999,74999.5
Doctoral degree,Data Scientist,0-49 employees,Male,70000,79999,74999.5
Doctoral degree,Data Scientist,0-49 employees,Female,70000,79999,74999.5
Doctoral degree,Product/Project Manager,0-49 employees,Female,70000,79999,74999.5
Doctoral degree,Statistician,"> 10,000 employees",Male,70000,79999,74999.5
Doctoral degree,Statistician,"1000-9,999 employees",Male,70000,79999,74999.5
Doctoral degree,Data Analyst,250-999 employees,Male,70000,79999,74999.5
Doctoral degree,Data Analyst,0-49 employees,Female,70000,79999,74999.5
Doctoral degree,Data Engineer,"1000-9,999 employees",Female,70000,79999,74999.5
Doctoral degree,Other,"> 10,000 employees",Male,70000,79999,74999.5
Doctoral degree,Other,0-49 employees,Male,70000,79999,74999.5
Master's degree,Research Scientist,"> 10,000 employees",Male,70000,79999,74999.5
Master's degree,Research Scientist,"1000-9,999 employees",Male,70000,79999,74999.5
Master's degree,Research Scientist,250-999 employees,Female,70000,79999,74999.5
Master's degree,Research Scientist,50-249 employees,Male,70000,79999,74999.5
Master's degree,Research Scientist,0-49 employees,Male,70000,79999,74999.5
Master's degree,Data Scientist,"> 10,000 employees",Male,70000,79999,74999.5
Master's degree,Data Scientist,"1000-9,999 employees",Male,70000,79999,74999.5
Master's degree,Data Scientist,"1000-9,999 employees",Female,70000,79999,74999.5
Master's degree,Data Scientist,"1000-9,999 employees",Not Mentioned,70000,79999,74999.5
